Symbol	Su	Sb	%elong 
Dimension	MPa	MPa	% 
1             	113,851	72,6847	-100,00 
 
Specimen	 1 
OriginalGL	 89,314 	mm	Extenso.GL	 0 mm
Width	 12,1 	mm	Thickness	 6,3 	mm
Area	 76,23 	mm2
Number	Load	Stroke	Elong	Width
X 200msec	tf	mm	mm	mm
 611 	 ,81 	 20,47 	 0 	 0 
 612 	 ,81 	 20,504 	 0 	 0 
 613 	 ,805 	 20,534 	 0 	 0 
 614 	 ,805 	 20,568 	 0 	 0 
 615 	 ,8 	 20,6 	 0 	 0 
 616 	 ,8 	 20,634 	 0 	 0 
 617 	 ,795 	 20,668 	 0 	 0 
 618 	 ,795 	 20,702 	 0 	 0 
 619 	 ,79 	 20,734 	 0 	 0 
 620 	 ,79 	 20,768 	 0 	 0 
 621 	 ,785 	 20,802 	 0 	 0 
 622 	 ,785 	 20,834 	 0 	 0 
 623 	 ,78 	 20,868 	 0 	 0 
 624 	 ,78 	 20,9 	 0 	 0 
 625 	 ,775 	 20,934 	 0 	 0 
 626 	 ,775 	 20,968 	 0 	 0 
 627 	 ,77 	 21 	 0 	 0 
 628 	 ,765 	 21,034 	 0 	 0 
 629 	 ,765 	 21,068 	 0 	 0 
 630 	 ,76 	 21,1 	 0 	 0 
 631 	 ,755 	 21,134 	 0 	 0 
 632 	 ,755 	 21,166 	 0 	 0 
 633 	 ,75 	 21,2 	 0 	 0 
 634 	 ,75 	 21,234 	 0 	 0 
 635 	 ,745 	 21,268 	 0 	 0 
 636 	 ,74 	 21,302 	 0 	 0 
 637 	 ,735 	 21,332 	 0 	 0 
 638 	 ,735 	 21,366 	 0 	 0 
 639 	 ,73 	 21,4 	 0 	 0 
 640 	 ,725 	 21,434 	 0 	 0 
 641 	 ,725 	 21,468 	 0 	 0 
 642 	 ,72 	 21,5 	 0 	 0 
 643 	 ,715 	 21,534 	 0 	 0 
 644 	 ,71 	 21,566 	 0 	 0 
 645 	 ,71 	 21,6 	 0 	 0 
 646 	 ,705 	 21,634 	 0 	 0 
 647 	 ,7 	 21,668 	 0 	 0 
 648 	 ,695 	 21,702 	 0 	 0 
 649 	 ,69 	 21,736 	 0 	 0 
 650 	 ,685 	 21,768 	 0 	 0 
 651 	 ,68 	 21,8 	 0 	 0 
 652 	 ,68 	 21,834 	 0 	 0 
 653 	 ,67 	 21,868 	 0 	 0 
 654 	 ,665 	 21,9 	 0 	 0 
 655 	 ,665 	 21,934 	 0 	 0 
 656 	 ,66 	 21,968 	 0 	 0 
 657 	 ,65 	 22 	 0 	 0 
 658 	 ,645 	 22,034 	 0 	 0 
 659 	 ,64 	 22,066 	 0 	 0 
 660 	 ,635 	 22,1 	 0 	 0 
 661 	 ,63 	 22,134 	 0 	 0 
 662 	 ,625 	 22,166 	 0 	 0 
 663 	 ,62 	 22,2 	 0 	 0 
 664 	 ,61 	 22,234 	 0 	 0 
 665 	 ,605 	 22,268 	 0 	 0 
 666 	 ,595 	 22,3 	 0 	 0 
 667 	 ,59 	 22,334 	 0 	 0 
 668 	 ,585 	 22,368 	 0 	 0 
 669 	 ,575 	 22,402 	 0 	 0 
 670 	 ,565 	 22,434 	 0 	 0 
 671 	 ,555 	 22,468 	 0 	 0 
